Year,Indicator Name,Value,Indicator_Code,Value_original,Value_converted,was_whole_number
1983,"Number of under-five deaths, female",6629.0,IND_237,6629.0,6629.0,True
1982,"Number of under-five deaths, female",7424.0,IND_237,7424.0,7424.0,True
1981,"Number of under-five deaths, female",8149.0,IND_237,8149.0,8149.0,True
1980,"Number of under-five deaths, female",8735.0,IND_237,8735.0,8735.0,True
1979,"Number of under-five deaths, female",9302.0,IND_237,9302.0,9302.0,True
1978,"Number of under-five deaths, female",9763.0,IND_237,9763.0,9763.0,True
1977,"Number of under-five deaths, female",10258.0,IND_237,10258.0,10258.0,True
1976,"Number of under-five deaths, female",10736.0,IND_237,10736.0,10736.0,True
1975,"Number of under-five deaths, female",11102.0,IND_237,11102.0,11102.0,True
1974,"Number of under-five deaths, female",11456.0,IND_237,11456.0,11456.0,True
1973,"Number of under-five deaths, female",11764.0,IND_237,11764.0,11764.0,True
1972,"Number of under-five deaths, female",11915.0,IND_237,11915.0,11915.0,True
1971,"Number of under-five deaths, female",12060.0,IND_237,12060.0,12060.0,True
1970,"Number of under-five deaths, female",12247.0,IND_237,12247.0,12247.0,True
1969,"Number of under-five deaths, female",12475.0,IND_237,12475.0,12475.0,True
1968,"Number of under-five deaths, female",12790.0,IND_237,12790.0,12790.0,True
1967,"Number of under-five deaths, female",13065.0,IND_237,13065.0,13065.0,True
1966,"Number of under-five deaths, female",13415.0,IND_237,13415.0,13415.0,True
1965,"Number of under-five deaths, female",13834.0,IND_237,13834.0,13834.0,True
1964,"Number of under-five deaths, female",14062.0,IND_237,14062.0,14062.0,True
1963,"Number of under-five deaths, female",14245.0,IND_237,14245.0,14245.0,True
1962,"Number of under-five deaths, female",14513.0,IND_237,14513.0,14513.0,True
1961,"Number of under-five deaths, female",14901.0,IND_237,14901.0,14901.0,True
1960,"Number of under-five deaths, female",15414.0,IND_237,15414.0,15414.0,True
2022,"Number of under-five deaths, male",1107.0,IND_238,1107.0,1107.0,True
2021,"Number of under-five deaths, male",1163.0,IND_238,1163.0,1163.0,True
2020,"Number of under-five deaths, male",1228.0,IND_238,1228.0,1228.0,True
2019,"Number of under-five deaths, male",1300.0,IND_238,1300.0,1300.0,True
2018,"Number of under-five deaths, male",1379.0,IND_238,1379.0,1379.0,True
2017,"Number of under-five deaths, male",1479.0,IND_238,1479.0,1479.0,True
2016,"Number of under-five deaths, male",1583.0,IND_238,1583.0,1583.0,True
2015,"Number of under-five deaths, male",1713.0,IND_238,1713.0,1713.0,True
2014,"Number of under-five deaths, male",1864.0,IND_238,1864.0,1864.0,True
2013,"Number of under-five deaths, male",2009.0,IND_238,2009.0,2009.0,True
2012,"Number of under-five deaths, male",2128.0,IND_238,2128.0,2128.0,True
2011,"Number of under-five deaths, male",2222.0,IND_238,2222.0,2222.0,True
2010,"Number of under-five deaths, male",2293.0,IND_238,2293.0,2293.0,True
2009,"Number of under-five deaths, male",4158.0,IND_238,4158.0,4158.0,True
2008,"Number of under-five deaths, male",2513.0,IND_238,2513.0,2513.0,True
2007,"Number of under-five deaths, male",2657.0,IND_238,2657.0,2657.0,True
2006,"Number of under-five deaths, male",2773.0,IND_238,2773.0,2773.0,True
2005,"Number of under-five deaths, male",2858.0,IND_238,2858.0,2858.0,True
2004,"Number of under-five deaths, male",5531.0,IND_238,5531.0,5531.0,True
2003,"Number of under-five deaths, male",3020.0,IND_238,3020.0,3020.0,True
2002,"Number of under-five deaths, male",3074.0,IND_238,3074.0,3074.0,True
2001,"Number of under-five deaths, male",3098.0,IND_238,3098.0,3098.0,True
2000,"Number of under-five deaths, male",3111.0,IND_238,3111.0,3111.0,True
1999,"Number of under-five deaths, male",3166.0,IND_238,3166.0,3166.0,True
1998,"Number of under-five deaths, male",3322.0,IND_238,3322.0,3322.0,True
1997,"Number of under-five deaths, male",3524.0,IND_238,3524.0,3524.0,True
1996,"Number of under-five deaths, male",3715.0,IND_238,3715.0,3715.0,True
1995,"Number of under-five deaths, male",3886.0,IND_238,3886.0,3886.0,True
1994,"Number of under-five deaths, male",4043.0,IND_238,4043.0,4043.0,True
1993,"Number of under-five deaths, male",4192.0,IND_238,4192.0,4192.0,True
1992,"Number of under-five deaths, male",4297.0,IND_238,4297.0,4297.0,True
1991,"Number of under-five deaths, male",4334.0,IND_238,4334.0,4334.0,True
1990,"Number of under-five deaths, male",4367.0,IND_238,4367.0,4367.0,True
1989,"Number of under-five deaths, male",5131.0,IND_238,5131.0,5131.0,True
1988,"Number of under-five deaths, male",4579.0,IND_238,4579.0,4579.0,True
1987,"Number of under-five deaths, male",4952.0,IND_238,4952.0,4952.0,True
1986,"Number of under-five deaths, male",5518.0,IND_238,5518.0,5518.0,True
1985,"Number of under-five deaths, male",6249.0,IND_238,6249.0,6249.0,True
1984,"Number of under-five deaths, male",7052.0,IND_238,7052.0,7052.0,True
1983,"Number of under-five deaths, male",7940.0,IND_238,7940.0,7940.0,True
1982,"Number of under-five deaths, male",8975.0,IND_238,8975.0,8975.0,True
1981,"Number of under-five deaths, male",9763.0,IND_238,9763.0,9763.0,True
1980,"Number of under-five deaths, male",10434.0,IND_238,10434.0,10434.0,True
1979,"Number of under-five deaths, male",11085.0,IND_238,11085.0,11085.0,True
1978,"Number of under-five deaths, male",11561.0,IND_238,11561.0,11561.0,True
1977,"Number of under-five deaths, male",12057.0,IND_238,12057.0,12057.0,True
1976,"Number of under-five deaths, male",12568.0,IND_238,12568.0,12568.0,True
1975,"Number of under-five deaths, male",12950.0,IND_238,12950.0,12950.0,True
1974,"Number of under-five deaths, male",13352.0,IND_238,13352.0,13352.0,True
1973,"Number of under-five deaths, male",13701.0,IND_238,13701.0,13701.0,True
1972,"Number of under-five deaths, male",13854.0,IND_238,13854.0,13854.0,True
1971,"Number of under-five deaths, male",14024.0,IND_238,14024.0,14024.0,True
1970,"Number of under-five deaths, male",14238.0,IND_238,14238.0,14238.0,True
1969,"Number of under-five deaths, male",14483.0,IND_238,14483.0,14483.0,True
1968,"Number of under-five deaths, male",14823.0,IND_238,14823.0,14823.0,True
1967,"Number of under-five deaths, male",15127.0,IND_238,15127.0,15127.0,True
1966,"Number of under-five deaths, male",15401.0,IND_238,15401.0,15401.0,True
1965,"Number of under-five deaths, male",15752.0,IND_238,15752.0,15752.0,True
1964,"Number of under-five deaths, male",16014.0,IND_238,16014.0,16014.0,True
1963,"Number of under-five deaths, male",16119.0,IND_238,16119.0,16119.0,True
1962,"Number of under-five deaths, male",16229.0,IND_238,16229.0,16229.0,True
1961,"Number of under-five deaths, male",16582.0,IND_238,16582.0,16582.0,True
1960,"Number of under-five deaths, male",17259.0,IND_238,17259.0,17259.0,True
2021,Number of stillbirths,1849.0,IND_239,1849.0,1849.0,True
2020,Number of stillbirths,1852.0,IND_239,1852.0,1852.0,True
2019,Number of stillbirths,1868.0,IND_239,1868.0,1868.0,True
2018,Number of stillbirths,1907.0,IND_239,1907.0,1907.0,True
2017,Number of stillbirths,1976.0,IND_239,1976.0,1976.0,True
2016,Number of stillbirths,2038.0,IND_239,2038.0,2038.0,True
2015,Number of stillbirths,2156.0,IND_239,2156.0,2156.0,True
2014,Number of stillbirths,2272.0,IND_239,2272.0,2272.0,True
2013,Number of stillbirths,2399.0,IND_239,2399.0,2399.0,True
2012,Number of stillbirths,2532.0,IND_239,2532.0,2532.0,True
2011,Number of stillbirths,2642.0,IND_239,2642.0,2642.0,True
2010,Number of stillbirths,2732.0,IND_239,2732.0,2732.0,True
2009,Number of stillbirths,2917.0,IND_239,2917.0,2917.0,True
2008,Number of stillbirths,3067.0,IND_239,3067.0,3067.0,True
2007,Number of stillbirths,3205.0,IND_239,3205.0,3205.0,True
2006,Number of stillbirths,3269.0,IND_239,3269.0,3269.0,True
2005,Number of stillbirths,3256.0,IND_239,3256.0,3256.0,True
2004,Number of stillbirths,3403.0,IND_239,3403.0,3403.0,True
2003,Number of stillbirths,3486.0,IND_239,3486.0,3486.0,True
2002,Number of stillbirths,3587.0,IND_239,3587.0,3587.0,True
2001,Number of stillbirths,3658.0,IND_239,3658.0,3658.0,True
2000,Number of stillbirths,3646.0,IND_239,3646.0,3646.0,True
2021,"Stillbirth rate (per 1,000 total births)",6.0,IND_240,6.0,6.0,True
2020,"Stillbirth rate (per 1,000 total births)",5.9,IND_240,5.9,5.9,False
2019,"Stillbirth rate (per 1,000 total births)",5.9,IND_240,5.9,5.9,False
2018,"Stillbirth rate (per 1,000 total births)",5.9,IND_240,5.9,5.9,False
2017,"Stillbirth rate (per 1,000 total births)",6.0,IND_240,6.0,6.0,True
2016,"Stillbirth rate (per 1,000 total births)",6.1,IND_240,6.1,6.1,False
2015,"Stillbirth rate (per 1,000 total births)",6.3,IND_240,6.3,6.3,False
2014,"Stillbirth rate (per 1,000 total births)",6.5,IND_240,6.5,6.5,False
2013,"Stillbirth rate (per 1,000 total births)",6.6,IND_240,6.6,6.6,False
2012,"Stillbirth rate (per 1,000 total births)",6.9,IND_240,6.9,6.9,False
2011,"Stillbirth rate (per 1,000 total births)",7.2,IND_240,7.2,7.2,False
2010,"Stillbirth rate (per 1,000 total births)",7.5,IND_240,7.5,7.5,False
2009,"Stillbirth rate (per 1,000 total births)",7.9,IND_240,7.9,7.9,False
2008,"Stillbirth rate (per 1,000 total births)",8.1,IND_240,8.1,8.1,False
2007,"Stillbirth rate (per 1,000 total births)",8.3,IND_240,8.3,8.3,False
2006,"Stillbirth rate (per 1,000 total births)",8.5,IND_240,8.5,8.5,False
2005,"Stillbirth rate (per 1,000 total births)",8.7,IND_240,8.7,8.7,False
2004,"Stillbirth rate (per 1,000 total births)",9.2,IND_240,9.2,9.2,False
2003,"Stillbirth rate (per 1,000 total births)",9.5,IND_240,9.5,9.5,False
2002,"Stillbirth rate (per 1,000 total births)",9.8,IND_240,9.8,9.8,False
2001,"Stillbirth rate (per 1,000 total births)",10.2,IND_240,10.2,10.2,False
2000,"Stillbirth rate (per 1,000 total births)",10.5,IND_240,10.5,10.5,False
2022,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2021,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2020,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2019,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2018,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2017,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2016,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2015,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2014,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2013,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2012,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2011,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2010,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2009,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2008,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2007,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2006,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2005,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2004,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2003,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2002,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2001,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2000,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1999,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1998,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1997,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1996,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1995,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1994,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1993,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1992,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1991,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
1990,"Incidence of HIV, ages 50+ (per 1,000 uninfected population ages 50+)",0.01,IND_241,0.01,0.01,False
2023,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2022,"Immunization, measles second dose (% of children by the nationally recommended age)",98.0,IND_242,98.0,98.0,True
2021,"Immunization, measles second dose (% of children by the nationally recommended age)",97.0,IND_242,97.0,97.0,True
2020,"Immunization, measles second dose (% of children by the nationally recommended age)",96.0,IND_242,96.0,96.0,True
2019,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2018,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2017,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2016,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2015,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2014,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2013,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2012,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
2011,"Immunization, measles second dose (% of children by the nationally recommended age)",99.0,IND_242,99.0,99.0,True
